recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate,process_efficiency,cost_intensity,efficiency_ratio,complexity_flag,engagement_score,cost_index,dept_efficiency,cost_pressure,offer_readiness,process_intensity,efficiency_balance,applicant_density,operational_efficiency,is_referral,is_linkedin,is_recruiter,source_reputation,is_technical,is_hr_or_sales,role_efficiency_score,overall_efficiency_index,candidate_satisfaction
15,Engineering,Backend Developer,27,65,5021.34,Job Portal,0.82,0.7953410759005660,179.33357142857100,0.0044349814991688,0,0.7297949977828180,0.949318333678929,0.7579495581984720,4766.850121635350,0.5395405824251910,0.7953410759005660,0.004434981499168820,0.05048794712386670,0.007675312763180170,0,0,0,0.0,1,0,0.8250554054098250,-79.38534517924000,0.0
16,Marketing,Marketing Specialist,265,77,7864.88,Recruiter,0.54,1.2815858325387000,29.56721804511280,0.0433448215262753,1,0.8111878915770370,1.0003347433243600,0.7548699293807490,7867.512716076900,0.49652717077604600,0.6407929162693520,0.04334482152627540,0.07158328601002180,0.006473822088858170,0,0,1,0.7,0,0,0.8672538950835760,-12.301476108560400,0.0
17,HR,Recruitment Specialist,227,22,8432.99,Recruiter,0.39,1.7315757118517100,36.98679824561400,0.0468160464589821,1,0.8331292943083370,0.9588034375950550,0.8619477862148480,8085.579801204730,0.5077750571270650,0.8657878559258560,0.04681604645898210,0.23605850560671500,0.021798414356153200,0,0,1,0.7,0,1,1.12437219179031,-20.545876287802600,0.0
18,Finance,Finance Manager,281,13,5662.71,Referral,0.95,2.1378493781189000,20.080531914893600,0.1064637769913600,1,0.7430396628800290,0.9314172191021210,0.661661541208646,5274.3456007817700,0.46005493768270000,1.0689246890594500,0.10646377699136000,0.40299336220986500,0.03580256707049920,1,0,0,0.9,0,0,1.2674231514220500,-11.125558193484300,0.0
19,Marketing,Marketing Specialist,196,63,610.4919,Referral,0.63,1.270341969909400,3.098943654822340,0.4099272853849100,1,0.7896819129093550,0.8966332303417320,0.6122319823024110,547.3873243944610,0.546998736396595,0.635170984954698,0.4099272853849100,0.08255005826153110,0.008630172319126390,1,0,0,0.9,0,0,0.8188405796454220,-0.9401268589544430,0.0
20,Product,Product Manager,52,26,7115.17,Job Portal,0.48,1.20463848029149,134.24849056603800,0.0089731993725897,0,0.7271293292892130,1.0701535155788300,0.8016814522902580,7614.324189441040,0.5384957369312720,1.20463848029149,0.00897319937258975,0.14704784865007900,0.018588781033326300,0,0,0,0.0,1,0,1.0428236758328200,-74.82650320042440,0.0
21,Marketing,Social Media Manager,299,64,9648.83,Job Portal,0.51,1.366375974694560,32.16276666666670,0.042483159063163,1,0.7497729046726130,1.1965908869220200,0.703547239240794,11545.702047459800,0.4589100326688080,0.6831879873472790,0.04248315906316300,0.0877504996100954,0.0077441220766025500,0,0,0,0.0,0,0,0.8942521591195170,-12.788616308464200,0.0
22,Finance,Finance Manager,70,14,5604.18,LinkedIn,0.94,1.5740771257882700,78.93211267605640,0.0199421636198469,0,0.6790230657843190,1.175665295750430,0.6052769748637570,6588.639937138670,0.511167024391598,1.5740771257882700,0.019942163619846900,0.28417865846942100,0.03342253653465780,0,1,0,0.5,0,0,1.1686216553532600,-46.55359339828710,0.0
23,Sales,Account Executive,245,87,8440.43,Job Portal,0.69,1.229599595484970,34.31069105691060,0.0358372134681939,1,0.7764514934452390,0.8115151996081850,0.6754122021871240,6849.537236228910,0.4743669065110200,0.6147997977424850,0.0358372134681939,0.06256058563559500,0.005741049852281600,0,0,0,0.0,0,1,0.8174234583986220,-12.91650817075270,0.0
24,Finance,Accountant,17,79,3660.04,Recruiter,0.69,0.6595970309777160,203.33555555555600,0.0032438843562389,0,0.6756234320832220,1.193380457711030,0.6927980322650440,4367.820210440680,0.506842232516129,0.6595970309777160,0.0032438843562389900,0.03612964697370210,0.006386573214168650,0,0,1,0.7,0,0,0.7376379251683710,-75.64639549278660,0.0
25,Sales,Account Executive,101,55,1777.5,Referral,0.37,1.1489611762195100,17.426470588235300,0.0659319455692444,0,0.8507039020892810,0.9522762247573110,0.7850515130352730,1692.6709895061200,0.6267032670317010,1.1489611762195100,0.06593194556924450,0.08258880023721910,0.009209707217157320,1,0,0,0.9,0,1,1.0099960420203400,-10.39742726576990,0.0
26,Sales,Business Development Manager,185,53,3145.3,LinkedIn,0.52,1.3100445157744300,16.91021505376340,0.0774705959763813,1,0.8032245650161100,1.0901099522718400,0.6517757382147820,3428.7228328806100,0.49868495664242200,0.6550222578872130,0.07747059597638130,0.09677308655024450,0.009418176082194130,0,1,0,0.5,0,1,0.850554979351647,-6.748460477412990,0.0
27,Marketing,Content Strategist,130,65,4652.49,Recruiter,0.72,1.1636274641674000,35.515190839694700,0.0327642173360539,0,0.814918333214915,0.8640677001929180,0.7239163043860190,4020.0663344705500,0.5971667587159430,1.1636274641674000,0.03276421733605390,0.07386662610910840,0.007683203815031760,0,0,1,0.7,0,0,0.9989886233995080,-20.590478828756400,0.0
28,Sales,Account Executive,28,21,8336.57,LinkedIn,0.4,1.0893722363237100,287.4679310344830,0.0037895435105194,0,0.7420486715912850,1.0212969870811000,0.7447426333253500,8514.113823590690,0.5462691799079260,1.0893722363237100,0.0037895435105194100,0.15305890136302200,0.02278724223877310,0,1,0,0.5,0,1,0.9681089081594600,-151.49800938552500,0.0
29,Marketing,SEO Analyst,222,17,6441.47,Recruiter,0.71,1.870753046450980,28.885515695067300,0.0647643961574155,1,0.8064806475200180,1.0470584774345400,0.7377712174092270,6744.595770640240,0.4939266961343720,0.935376523225489,0.06476439615741560,0.30039843174778400,0.027855387762768000,0,0,1,0.7,0,0,1.1567078884482600,-15.931801167885900,0.0
30,Engineering,DevOps Engineer,111,83,2318.84,LinkedIn,0.41,1.0649275484662100,20.703928571428600,0.0514360109655611,0,0.7252716291199290,0.7773092812120520,0.8921822300000350,1802.455853645760,0.5489853598582930,1.0649275484662100,0.05143601096556120,0.05617260561065590,0.006167913058043410,0,1,0,0.5,1,0,1.0001184432331100,-10.818449537796500,0.0
31,Finance,Financial Analyst,24,30,2820.97,Recruiter,0.65,0.9373581301246590,112.8388,0.0083070550361897,0,0.7930417551041810,1.0912400749516300,0.6136512713370890,3078.355514236300,0.5784603584241250,0.9373581301246590,0.008307055036189710,0.10383470402800600,0.01630621344709200,0,0,1,0.7,0,0,0.8527744464634560,-55.16965638972550,0.0
32,Finance,Financial Analyst,40,75,7971.68,Recruiter,0.61,0.8574926634616530,194.43121951219500,0.004410262205847,0,0.8336553655718600,1.2018902511757500,0.8852904559357200,9581.08447749268,0.6017282862620490,0.8574926634616530,0.004410262205847080,0.048862790351372500,0.006641661537307800,0,0,1,0.7,0,0,0.8943334685115430,-104.0941877991710,0.0
33,Sales,Sales Representative,108,34,6813.35,LinkedIn,0.48,1.319518595955370,62.507798165137600,0.0211096633312807,0,0.806807970523902,0.9738028081477560,0.77458116419821,6634.859362893510,0.5888086116497550,1.319518595955370,0.021109663331280700,0.13403851092083300,0.01435908885555590,0,1,0,0.5,0,1,1.092133647237150,-39.55306300890060,0.0
34,Sales,Business Development Manager,209,29,2265.79,Job Portal,0.59,1.5721250285404900,10.78947619047620,0.1457091016354530,1,0.8203991653869380,1.2040252196242000,0.8387183144909520,2728.0683023723200,0.5176859223940620,0.7860625142702470,0.14570910163545300,0.17823691769058200,0.016887242900018700,0,0,0,0.0,0,1,1.0376780086175300,-5.258821412096280,0.0
35,Engineering,Software Engineer,213,8,6447.68,Referral,0.82,2.442160929005820,30.129345794392500,0.0810558869952117,1,0.7271931453156400,0.9715459759821390,0.7291177854048230,6264.217558420520,0.44595309582144100,1.221080464502910,0.0810558869952117,0.5962195572246500,0.05563309080307910,1,0,0,0.9,1,0,1.4398158001243600,-18.703670772533000,0.0
36,Product,UI Designer,124,83,9254.79,LinkedIn,0.52,1.089711887560500,74.03832000000000,0.0147182144711317,0,0.7746562482082580,1.1274376796569900,0.7361513643770940,10434.198963312700,0.5687917062353000,1.089711887560500,0.014718214471131700,0.05747992544407500,0.006006401192684590,0,1,0,0.5,1,0,0.9657013530933760,-40.11870170630690,0.0
37,Engineering,DevOps Engineer,231,20,5881.12,LinkedIn,0.58,1.7890284874166200,25.349655172413800,0.070574073085989,1,0.742830858683891,0.7,0.8637979497047470,4116.784,0.4570838634449510,0.8945142437083120,0.07057407308598910,0.2593684462698240,0.023894527175657100,0,1,0,0.5,1,0,1.1536536286197400,-12.839973910438200,0.0
38,Product,Product Analyst,179,30,1319.81,LinkedIn,0.73,1.5122237043014200,7.332277777777780,0.2062419815357510,1,0.8465270241497170,1.3,0.8687803488875710,1715.753,0.5439207750675040,0.7561118521507110,0.2062419815357510,0.16751473712549100,0.016507587841380800,0,1,0,0.5,1,0,1.0167459568169800,-3.5019348231353700,0.0
39,Marketing,Marketing Specialist,91,14,7482.82,Referral,0.87,1.6697580329968100,81.335,0.0205293909444571,0,0.7851859445651130,1.2243187367864400,0.6716066644293890,9161.356730000340,0.5747552176773080,1.6697580329968100,0.020529390944457100,0.30145257180326900,0.033400144133165500,1,0,0,0.9,0,0,1.2363610158272200,-57.08644823886210,0.0
40,Product,UI Designer,246,59,9385.2,Recruiter,0.53,1.3456093528283600,37.99676113360320,0.0354137899460211,1,0.7993843583201020,0.9573061743619480,0.6597725635753850,8984.509907621760,0.48732356156709100,0.6728046764141780,0.03541378994602120,0.09182313894379960,0.008386603027139130,0,0,1,0.7,1,0,0.8707364454867930,-15.69884992520540,0.0
41,HR,HR Coordinator,40,65,5797.19,Recruiter,0.43,0.8863670863981860,141.39487804878000,0.006268735419282,0,0.8055606401364410,0.7041866460034270,0.7488705521609850,4082.303782344610,0.5854432014345030,0.8863670863981860,0.006268735419282010,0.05626624343491380,0.007661991383204380,0,0,1,0.7,0,1,0.8678447088473890,-71.33095704212240,0.0
42,Product,UX Designer,120,7,5864.62,Recruiter,0.98,2.3062877457582000,48.46793388429750,0.0475837840267748,0,0.8044105770771490,1.0432042552458200,0.8700831081383080,6117.996539399760,0.588710880914377,2.3062877457582000,0.04758378402677480,0.5994738181995930,0.06258524248076080,0,0,1,0.7,1,0,1.6141688053205900,-45.107768369922900,0.0
43,Engineering,Data Engineer,281,74,9129.02,Job Portal,0.31,1.3067568277141200,32.37241134751770,0.0403663716403364,1,0.8008261768425700,0.7834111679389370,0.6967065280218530,7151.776220337910,0.48948516739666700,0.6533784138570580,0.04036637164033640,0.07522542761250820,0.006721431059296690,0,0,0,0.0,1,0,0.862390372263614,-13.24315116261700,0.0
44,Engineering,Software Engineer,245,29,3176.23,Recruiter,0.72,1.6186451176326400,12.911504065040700,0.1253645573834220,1,0.7741214440698040,1.066728030633620,0.7956043846017390,3388.1735727394300,0.4860377524957130,0.8093225588163190,0.12536455738342200,0.1835110511977450,0.01682403645103860,0,0,1,0.7,1,0,1.0480038741968400,-6.067356245950200,0.0
45,Finance,Payroll Specialist,69,84,3785.09,Referral,0.58,0.9562972641263900,54.07271428571430,0.0176853938085672,0,0.8413061882753990,1.0617348578746400,0.8124455063221800,4018.76199319273,0.6102310566070220,0.9562972641263900,0.01768539380856720,0.04998229696528660,0.00601441530630778,1,0,0,0.9,0,0,0.9218822839598490,-29.85664984687370,0.0
46,Finance,Financial Analyst,80,26,3810.88,Referral,0.3,1.3333333333333300,47.0479012345679,0.028339910389324,0,0.8323011615368810,0.8587895246496960,0.8336023994682470,3272.7438236970300,0.6056244660003120,1.3333333333333300,0.028339910389324100,0.16275737609897900,0.018649687390571200,1,0,0,0.9,0,0,1.116747386507140,-31.143555842011100,0.0
47,Engineering,Software Engineer,152,23,3350.18,LinkedIn,0.63,1.582867437094890,21.896601307189500,0.0722882671424856,0,0.6998766719725690,1.1681450535421600,0.769177337376289,3913.4961954758600,0.5330283844485640,1.582867437094890,0.07228826714248560,0.20960158005801800,0.020982534510232200,0,1,0,0.5,1,0,1.2221869197603300,-13.613306560577300,0.0
48,Engineering,Data Engineer,130,45,1797.79,Recruiter,0.73,1.2733491644508000,13.72358778625950,0.0927854356672154,0,0.7462126797026510,1.120836205420930,0.7207365534836910,2015.0281217436900,0.5681030763795990,1.2733491644508000,0.0927854356672155,0.10598255050437300,0.011147529849171600,0,0,1,0.7,1,0,1.0528955482705100,-7.610654750835450,0.0
49,Finance,Accountant,129,85,6359.04,Recruiter,0.87,1.0927604263254500,48.91569230769230,0.0223396695913457,0,0.7406716397345250,1.1463735005932800,0.8901047966396920,7289.83494521272,0.550413117851293,1.0927604263254500,0.022339669591345700,0.05659923779599510,0.005892569346133990,0,0,1,0.7,0,0,1.0134116521546300,-26.727136807314200,0.0
50,Engineering,Data Engineer,84,35,4908.41,Job Portal,0.53,1.2397454381542500,57.746000000000000,0.021468940128932,0,0.8843178393287270,1.0013286555503300,0.7833992259908560,4914.931586189820,0.6356974342682610,1.2397454381542500,0.02146894012893200,0.12340697934695300,0.013990734120800700,0,0,0,0.0,1,0,1.054892486874380,-38.053439016466700,0.0
51,Engineering,Backend Developer,211,57,3834.6,Referral,0.94,1.319212278256100,18.087735849056600,0.0729340707057505,1,0.7214346613139690,0.7876713899629440,0.8185695634899810,3020.404711951910,0.44857769492508900,0.6596061391280520,0.0729340707057505,0.0923549357702071,0.00875104735670542,1,0,0,0.9,1,0,0.9051770081750460,-6.938342127606300,0.0
52,HR,Talent Acquisition,131,76,8040.26,LinkedIn,0.99,1.1240839421630200,60.91106060606060,0.0184545124074995,0,0.7631339222935110,1.1466808408316700,0.7034948537087640,9219.61209730525,0.5627260141847450,1.1240839421630200,0.018454512407499600,0.06341301198164120,0.006555685803714100,0,1,0,0.5,0,1,0.973090427194137,-32.80629612556300,0.0
53,Product,UX Designer,102,65,8976.4,Job Portal,0.72,1.1062317239983200,87.14951456310680,0.0126934925208766,0,0.8507677201305990,0.9594442901296310,0.8009847543009240,8612.355725919620,0.6138639406670330,1.1062317239983200,0.012693492520876700,0.07022316648832780,0.007631452988683370,0,0,0,0.0,1,0,0.9934112882894380,-52.53564253579270,0.0
54,Engineering,Backend Developer,169,24,3283.74,Job Portal,0.82,1.5955254928979900,19.31611764705880,0.0826007295798493,1,0.691697925638125,0.7915329785211000,0.6773392986492380,2599.1885028888800,0.4297853562271770,0.7977627464489950,0.08260072957984930,0.2054319374820110,0.020152219049300700,0,0,0,0.0,1,0,1.0009645360437700,-7.879591974554460,0.0
55,Sales,Account Executive,283,69,2557.6,Job Portal,0.63,1.3296411826593700,9.0056338028169,0.1476454699499320,1,0.7342554418126680,1.2028059048961500,0.6735290752585910,3076.29638236239,0.4705363731957090,0.6648205913296840,0.14764546994993200,0.08069963197373150,0.0073382765128250900,0,0,0,0.0,0,1,0.8668793139072610,-3.265484005215100,0.0
56,Sales,Account Executive,115,66,3805.07,Referral,0.77,1.1305440424310700,32.8023275862069,0.0344653593558128,0,0.7754393123010210,1.3,0.8144166605428280,4946.591,0.5741387158531980,1.1305440424310700,0.03446535935581290,0.07094910732994570,0.007594055669676740,1,0,0,0.9,0,1,1.0095970193783900,-18.4341789946802,0.0
57,HR,Recruitment Specialist,229,53,6582.56,Job Portal,0.68,1.363274268696820,28.61982608695650,0.0476339100356805,1,0.7497187955536200,0.9938127806531200,0.7564184208788810,6541.832257416000,0.45995962849531800,0.6816371343484100,0.04763391003568060,0.10070517238746700,0.009335206011472350,0,0,0,0.0,0,1,0.9085626606120750,-11.542384534222900,0.0
58,Engineering,Backend Developer,57,7,1720.48,LinkedIn,0.57,1.9526603317091900,29.66344827586210,0.0658271502261917,0,0.7982782139247460,1.3,0.8049829831267170,2236.6240000000000,0.5887505638188390,1.9526603317091900,0.06582715022619170,0.5075553763183020,0.06279044775425800,0,1,0,0.5,1,0,1.4178250607926100,-23.926678842949300,0.0
59,HR,HR Coordinator,70,75,2719.4,Referral,0.71,0.9842859262167100,38.30140845070420,0.0256984257324402,0,0.7464104908873930,1.0136972092917000,0.6808315472244280,2756.6481909478600,0.555479608752619,0.9842859262167100,0.0256984257324403,0.05608789311896470,0.006762743868935680,1,0,0,0.9,0,1,0.8963924272756830,-18.573405068378700,0.0
60,Engineering,Backend Developer,217,10,1395.59,LinkedIn,0.58,2.245508852646980,6.401788990825690,0.3507626547988900,1,0.7541248850209410,0.9429316143750470,0.7796170023170190,1315.9459317056700,0.49300567302261700,1.1227544263234900,0.3507626547988900,0.48949955116264400,0.04581256033364380,0,1,0,0.5,1,0,1.3566395270186000,-3.6128838410538400,0.0
61,Engineering,Backend Developer,66,52,8692.27,LinkedIn,0.44,1.059038657847490,129.73537313432800,0.0081630678210474,0,0.7847835868133280,0.9054312318721780,0.7331800949109340,7870.25273386558,0.5731648638619230,1.059038657847490,0.008163067821047440,0.07933382300737670,0.00949147802059242,0,1,0,0.5,1,0,0.9494733573970230,-70.05840382271320,0.0
62,Engineering,Data Engineer,258,43,7969.21,Referral,0.94,1.4684327687737600,30.76915057915060,0.0477241878118205,1,0.7461609977227560,1.2455623611989100,0.7790880860536580,9926.148024489980,0.457139721743054,0.7342163843868780,0.047724187811820500,0.12629154685680800,0.011426369967895200,1,0,0,0.9,1,0,0.9679428102029750,-13.172405776914500,0.0
63,Sales,Account Executive,39,69,3723.03,Recruiter,0.58,0.868279059748816,93.07575,0.0093287354699809,0,0.8208177511558090,0.8829784177918340,0.6872639196732660,3287.355138791530,0.5956795702609620,0.868279059748816,0.009328735469980960,0.052698277915913400,0.007277120293261410,0,0,1,0.7,0,1,0.8403187057763880,-46.08950054152920,0.0
64,Sales,Sales Representative,174,8,8484.45,Job Portal,0.34,2.3505953952986400,48.48257142857140,0.0484833060119021,1,0.8543419121588950,1.110290396496250,0.8146352890947370,9420.203354552590,0.5186678880005780,1.1752976976493200,0.04848330601190220,0.5738651082137240,0.05561447994966550,0,0,0,0.0,0,1,1.4196882843777400,-34.96363592219810,0.0
65,Marketing,Marketing Specialist,92,41,887.08,Referral,0.96,1.2126806154779900,9.538494623655910,0.1271354166657560,0,0.8082613274109080,0.9161254247411190,0.8417788098478400,812.6765417793520,0.6134238603596950,1.2126806154779900,0.12713541666575600,0.107919035551268,0.012467774245992400,1,0,0,0.9,0,0,1.0588739506933500,-5.546081386879710,0.0
66,HR,HR Manager,15,25,5287.2,Recruiter,0.4,0.8509842142134530,330.45,0.0025752283602306,0,0.7434728459788040,0.9309539856138460,0.6779749421573170,4922.139912737520,0.5469888214807810,0.8509842142134530,0.002575228360230670,0.10663802777845300,0.01932531936124840,0,0,1,0.7,0,1,0.8288845897539210,-149.3695347820250,0.0
67,Product,Product Manager,163,81,5047.87,LinkedIn,0.5,1.157293247349550,30.779695121951200,0.0375992421356037,1,0.7249760568126110,1.154537454095440,0.6901861679566930,5827.954978404720,0.44442562395684600,0.5786466236747740,0.03759924213560370,0.062193493022246300,0.006196593036249070,0,1,0,0.5,1,0,0.7857024740617810,-10.398661920437300,0.0
68,Finance,Finance Manager,166,31,2819.48,Referral,0.82,1.4767408584948100,16.88311377245510,0.0874685079381277,1,0.7682373223482640,0.942994473056597,0.7983462809157280,2658.7540568936100,0.47771799545551500,0.7383704292474050,0.08746850793812780,0.1599373066380240,0.01580227479010670,1,0,0,0.9,0,0,0.9778743135221240,-7.419767324051320,0.0
69,HR,HR Manager,29,48,5029.37,LinkedIn,0.85,0.873934848254259,167.64566666666700,0.0052129879669298,0,0.8121409823615820,0.939280693086956,0.8086755522910630,4723.990139390740,0.5890634670242400,0.873934848254259,0.0052129879669298800,0.06941219146249300,0.010303477899726900,0,1,0,0.5,0,1,0.8795700898144490,-86.342887191415,0.0
70,HR,HR Coordinator,261,48,3643.03,Job Portal,0.98,1.4307815051132700,13.90469465648860,0.1028991601441920,1,0.8301316213907080,1.169920704576220,0.811229905319235,4262.0562243923100,0.5182068591758870,0.7153907525566350,0.10289916014419200,0.11363968375022600,0.01034129235814110,0,0,0,0.0,0,1,0.9587597241524050,-6.411515136828960,0.0
71,Sales,Business Development Manager,46,71,5151.87,Referral,0.49,0.9002684555126960,109.61425531914900,0.0082130599225296,0,0.7401344378637100,1.2396095939832400,0.804809551432751,6386.307478954450,0.5467927905460040,0.9002684555126960,0.00821305992252966,0.05347427224597300,0.007041477748214960,1,0,0,0.9,0,1,0.8915770931861730,-52.95031042832340,0.0
72,Engineering,Data Engineer,21,13,1683.99,Referral,1.0,1.1712676411652500,76.545,0.0153016869274748,0,0.7245261138804140,1.096703470492640,0.7178423150857620,1846.8376772748900,0.5385843897158300,1.1712676411652500,0.015301686927474800,0.22078874666845100,0.03601102338038460,1,0,0,0.9,1,0,1.0009865151083500,-40.72749641419310,0.0
73,Product,UI Designer,113,82,4733.63,Recruiter,0.89,1.0718192550412300,41.5230701754386,0.0258126199411575,0,0.7672163083551060,0.9017845336564080,0.7184561023211040,4268.714322051980,0.5673847788966720,1.0718192550412300,0.02581261994115760,0.05706263190836740,0.0061297012585734300,0,0,1,0.7,1,0,0.9514464582169470,-21.87582176898780,0.0
74,HR,Recruitment Specialist,229,41,7295.83,Referral,0.3,1.4549384681626300,31.721,0.0458667262159421,1,0.6979704936687170,0.9234087251053630,0.6764452870933140,6737.033078885460,0.4279507201491540,0.7274692340813140,0.04586672621594220,0.12947807878388600,0.011973284811284300,1,0,0,0.9,0,1,0.9304028202093080,-12.23207479567320,0.0
75,HR,HR Coordinator,27,72,9171.65,Recruiter,0.82,0.7766544715974060,327.55892857142900,0.0023710373965794,0,0.7969094259979280,1.0119872895610100,0.6470501099689090,9281.593224302200,0.5790587338136890,0.7766544715974060,0.0023710373965794900,0.04564663712568770,0.00690382494295691,0,0,1,0.7,0,1,0.7824422687893760,-147.95732897348200,0.0
76,HR,HR Manager,207,88,6989.4,Job Portal,0.68,1.1891224060147800,33.60288461538460,0.0353875086689089,1,0.8104578022332420,1.0481395092888500,0.8077732138190720,7325.866286223480,0.49494447876679400,0.5945612030073890,0.03538750866890890,0.05997233797417210,0.005689504193230650,0,0,0,0.0,0,1,0.8368931671531100,-13.504625121086300,0.0
77,Marketing,SEO Analyst,203,46,8676.1,Referral,0.81,1.381276912989560,42.529901960784300,0.0324777819094296,1,0.7332072346292430,0.8518201134790340,0.6279566357916940,7390.476486555450,0.4468161550589170,0.6906384564947790,0.0324777819094296,0.113151489230728,0.010695920810879800,1,0,0,0.9,0,0,0.8790254472322870,-16.311399354009900,0.0
